drug1,drug2,drug_pair,total_reports,serious_reports,death_reports,hosp_reports,severity_score,death_score,hosp_score,top_reactions,severity,label,source
amlodipine,proventil,amlodipine + proventil,1,1,1,1,1.0,1.0,1.0,cardiac arrest|blood urine present|unresponsive to stimuli|blood pressure decreased|haemoglobin decreased,LOW,0,FDA FAERS
xarelto,zocor,xarelto + zocor,1,1,0,1,1.0,0.0,1.0,pulmonary embolism,LOW,0,FDA FAERS
hanp,lebenin,hanp + lebenin,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
cimetidine,hanp,cimetidine + hanp,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
hanp,lasix,hanp + lasix,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
hanp,sigmart,hanp + sigmart,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
hanp,nifedipine,hanp + nifedipine,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
aldactone,hanp,aldactone + hanp,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
hanp,mequitolide,hanp + mequitolide,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
hanp,spironolactone,hanp + spironolactone,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
lebenin,samsca,lebenin + samsca,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
cimetidine,samsca,cimetidine + samsca,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
naproxen,xarelto,naproxen + xarelto,1,1,0,0,1.0,0.0,0.0,cardiac arrest|pulmonary embolism,LOW,0,FDA FAERS
samsca,sigmart,samsca + sigmart,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
nifedipine,samsca,nifedipine + samsca,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
maxzide,norco,maxzide + norco,1,1,0,1,1.0,0.0,1.0,pulmonary embolism,LOW,0,FDA FAERS
mequitolide,samsca,mequitolide + samsca,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
samsca,spironolactone,samsca + spironolactone,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
cimetidine,lebenin,cimetidine + lebenin,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
lasix,lebenin,lasix + lebenin,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
lebenin,sigmart,lebenin + sigmart,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
asa,xarelto,asa + xarelto,1,1,1,1,1.0,1.0,1.0,cerebral haemorrhage|haemoglobin decreased,LOW,0,FDA FAERS
lebenin,nifedipine,lebenin + nifedipine,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
aldactone,lebenin,aldactone + lebenin,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
lebenin,mequitolide,lebenin + mequitolide,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
lebenin,spironolactone,lebenin + spironolactone,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
cimetidine,lasix,cimetidine + lasix,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
cimetidine,sigmart,cimetidine + sigmart,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
cimetidine,nifedipine,cimetidine + nifedipine,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
aldactone,cimetidine,aldactone + cimetidine,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
cimetidine,mequitolide,cimetidine + mequitolide,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
aldactone,samsca,aldactone + samsca,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
dilaudid,maxzide,dilaudid + maxzide,1,1,0,1,1.0,0.0,1.0,pulmonary embolism,LOW,0,FDA FAERS
aldactone,bfluid,aldactone + bfluid,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
bfluid,mequitolide,bfluid + mequitolide,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
bfluid,spironolactone,bfluid + spironolactone,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
feburic,gorei-san,feburic + gorei-san,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
feburic,hanp,feburic + hanp,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
zetia,zocor,zetia + zocor,1,1,0,1,1.0,0.0,1.0,pulmonary embolism,LOW,0,FDA FAERS
feburic,lebenin,feburic + lebenin,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
cimetidine,feburic,cimetidine + feburic,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
feburic,sigmart,feburic + sigmart,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
norco,zocor,norco + zocor,1,1,0,1,1.0,0.0,1.0,pulmonary embolism,LOW,0,FDA FAERS
dilaudid,zocor,dilaudid + zocor,1,1,0,1,1.0,0.0,1.0,pulmonary embolism,LOW,0,FDA FAERS
feburic,nifedipine,feburic + nifedipine,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
aldactone,feburic,aldactone + feburic,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
hanp,samsca,hanp + samsca,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
feburic,spironolactone,feburic + spironolactone,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
gorei-san,hanp,gorei-san + hanp,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
gorei-san,samsca,gorei-san + samsca,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
maxzide,zocor,maxzide + zocor,1,1,0,1,1.0,0.0,1.0,pulmonary embolism,LOW,0,FDA FAERS
gorei-san,lebenin,gorei-san + lebenin,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
cimetidine,gorei-san,cimetidine + gorei-san,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
gorei-san,lasix,gorei-san + lasix,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
xarelto,zetia,xarelto + zetia,1,1,0,1,1.0,0.0,1.0,pulmonary embolism,LOW,0,FDA FAERS
gorei-san,sigmart,gorei-san + sigmart,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
gorei-san,nifedipine,gorei-san + nifedipine,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
dilaudid,xarelto,dilaudid + xarelto,1,1,0,1,1.0,0.0,1.0,pulmonary embolism,LOW,0,FDA FAERS
aldactone,gorei-san,aldactone + gorei-san,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
gorei-san,mequitolide,gorei-san + mequitolide,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
gorei-san,spironolactone,gorei-san + spironolactone,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
maxzide,xarelto,maxzide + xarelto,1,1,0,1,1.0,0.0,1.0,pulmonary embolism,LOW,0,FDA FAERS
feburic,mequitolide,feburic + mequitolide,1,1,0,0,1.0,0.0,0.0,renal failure acute|urine output decreased|oedema peripheral|dehydration,LOW,0,FDA FAERS
tiotropium,xarelto,tiotropium + xarelto,1,1,1,1,1.0,1.0,1.0,death|respiratory distress|anaemia|haematochezia,LOW,0,FDA FAERS
formoterol,xarelto,formoterol + xarelto,1,1,1,1,1.0,1.0,1.0,death|respiratory distress|anaemia|haematochezia,LOW,0,FDA FAERS
amiodarone,lipitor,amiodarone + lipitor,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
albuterol,xarelto,albuterol + xarelto,1,1,1,1,1.0,1.0,1.0,death|respiratory distress|anaemia|haematochezia,LOW,0,FDA FAERS
fluticason,lipitor,fluticason + lipitor,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
amiodarone,amlodipine,amiodarone + amlodipine,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
amiodarone,metformin,amiodarone + metformin,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
amiodarone,fluticason,amiodarone + fluticason,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
aspirin,formoterol,aspirin + formoterol,1,1,1,1,1.0,1.0,1.0,death|respiratory distress|anaemia|haematochezia,LOW,0,FDA FAERS
tylenol,yaz,tylenol + yaz,1,1,0,1,1.0,0.0,1.0,abdominal distension|abdominal pain|abdominal pain upper|anxiety|back pain,LOW,0,FDA FAERS
dronedarone,levaquin,dronedarone + levaquin,1,1,0,1,1.0,0.0,1.0,ulcer haemorrhage|drug interaction,LOW,0,FDA FAERS
amiodarone,zetia,amiodarone + zetia,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
amlodipine,lasix,amlodipine + lasix,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
inexium,kabiven,inexium + kabiven,1,1,0,1,1.0,0.0,1.0,renal colic|pyelonephritis,LOW,0,FDA FAERS
co-q,lexapro,co-q + lexapro,1,1,0,1,1.0,0.0,1.0,hypoglycaemic coma|insulinoma,LOW,0,FDA FAERS
amlodipine,protonix,amlodipine + protonix,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
kabiven,lovenox,kabiven + lovenox,1,1,0,1,1.0,0.0,1.0,renal colic|pyelonephritis,LOW,0,FDA FAERS
amlodipine,zetia,amlodipine + zetia,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
augmentin,inexium,augmentin + inexium,1,1,0,1,1.0,0.0,1.0,renal colic|pyelonephritis,LOW,0,FDA FAERS
fluticason,metformin,fluticason + metformin,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
metformin,zetia,metformin + zetia,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
fluticason,lasix,fluticason + lasix,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
lasix,zetia,lasix + zetia,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
albuterol,fluticason,albuterol + fluticason,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
albuterol,zetia,albuterol + zetia,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
fluticason,protonix,fluticason + protonix,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
fluticason,zetia,fluticason + zetia,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
protonix,zetia,protonix + zetia,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
asa,lisinopril,asa + lisinopril,1,1,0,1,1.0,0.0,1.0,anaemia,LOW,0,FDA FAERS
asa,dabigatran,asa + dabigatran,1,1,0,1,1.0,0.0,1.0,anaemia,LOW,0,FDA FAERS
amlodipine,fluticason,amlodipine + fluticason,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
coreg,imdur,coreg + imdur,1,1,0,1,1.0,0.0,1.0,blindness|deafness|loss of consciousness|contusion|glaucoma,LOW,0,FDA FAERS
imdur,xarelto,imdur + xarelto,1,1,0,1,1.0,0.0,1.0,blindness|deafness|loss of consciousness|contusion|glaucoma,LOW,0,FDA FAERS
fluticason,synthroid,fluticason + synthroid,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
coreg,xarelto,coreg + xarelto,1,1,0,1,1.0,0.0,1.0,blindness|deafness|loss of consciousness|contusion|glaucoma,LOW,0,FDA FAERS
protonix,synthroid,protonix + synthroid,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
imdur,lisinopril,imdur + lisinopril,1,1,0,1,1.0,0.0,1.0,blindness|deafness|loss of consciousness|contusion|glaucoma,LOW,0,FDA FAERS
synthroid,zetia,synthroid + zetia,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
advil,lisinopril,advil + lisinopril,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
advil,dabigatran,advil + dabigatran,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
advil,amiodarone,advil + amiodarone,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
advil,amlodipine,advil + amlodipine,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
advil,albuterol,advil + albuterol,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
advil,fluticason,advil + fluticason,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
advil,protonix,advil + protonix,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
atorvastatin,formoterol,atorvastatin + formoterol,1,1,1,1,1.0,1.0,1.0,death|respiratory distress|anaemia|haematochezia,LOW,0,FDA FAERS
amaryl,imdur,amaryl + imdur,1,1,0,1,1.0,0.0,1.0,blindness|deafness|loss of consciousness|contusion|glaucoma,LOW,0,FDA FAERS
albuterol,lisinopril,albuterol + lisinopril,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
fluticason,lisinopril,fluticason + lisinopril,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
amaryl,coreg,amaryl + coreg,1,1,0,1,1.0,0.0,1.0,blindness|deafness|loss of consciousness|contusion|glaucoma,LOW,0,FDA FAERS
lisinopril,zetia,lisinopril + zetia,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
amaryl,xarelto,amaryl + xarelto,1,1,0,1,1.0,0.0,1.0,blindness|deafness|loss of consciousness|contusion|glaucoma,LOW,0,FDA FAERS
amaryl,lisinopril,amaryl + lisinopril,1,1,0,1,1.0,0.0,1.0,blindness|deafness|loss of consciousness|contusion|glaucoma,LOW,0,FDA FAERS
amaryl,aspirin,amaryl + aspirin,1,1,0,1,1.0,0.0,1.0,blindness|deafness|loss of consciousness|contusion|glaucoma,LOW,0,FDA FAERS
klonopin,nucynta,klonopin + nucynta,1,1,0,0,1.0,0.0,0.0,stevens-johnson syndrome|nausea|vomiting,LOW,0,FDA FAERS
formoterol,tiotropium,formoterol + tiotropium,1,1,1,1,1.0,1.0,1.0,death|respiratory distress|anaemia|haematochezia,LOW,0,FDA FAERS
albuterol,dabigatran,albuterol + dabigatran,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
albuterol,tiotropium,albuterol + tiotropium,1,1,1,1,1.0,1.0,1.0,death|respiratory distress|anaemia|haematochezia,LOW,0,FDA FAERS
dabigatran,fluticason,dabigatran + fluticason,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
albuterol,formoterol,albuterol + formoterol,1,1,1,1,1.0,1.0,1.0,death|respiratory distress|anaemia|haematochezia,LOW,0,FDA FAERS
dabigatran,zetia,dabigatran + zetia,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
advil,zetia,advil + zetia,1,1,0,1,1.0,0.0,1.0,gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
bionolyte,paracetamol,bionolyte + paracetamol,1,1,0,1,1.0,0.0,1.0,renal colic|pyelonephritis,LOW,0,FDA FAERS
cisplatin,cyclizine,cisplatin + cyclizine,1,1,0,1,1.0,0.0,1.0,rash generalised|capillary leak syndrome|swelling face|vomiting|rash,LOW,0,FDA FAERS
prevacid,protonix,prevacid + protonix,1,1,0,1,1.0,0.0,1.0,gastrooesophageal reflux disease|drug ineffective,LOW,0,FDA FAERS
cisplatin,ondansetron,cisplatin + ondansetron,1,1,0,1,1.0,0.0,1.0,rash generalised|capillary leak syndrome|swelling face|vomiting|rash,LOW,0,FDA FAERS
nexium,prevacid,nexium + prevacid,1,1,0,1,1.0,0.0,1.0,gastrooesophageal reflux disease|drug ineffective,LOW,0,FDA FAERS
nexium,protonix,nexium + protonix,1,1,0,1,1.0,0.0,1.0,gastrooesophageal reflux disease|drug ineffective,LOW,0,FDA FAERS
cyclizine,dexamethasone,cyclizine + dexamethasone,1,1,0,1,1.0,0.0,1.0,rash generalised|capillary leak syndrome|swelling face|vomiting|rash,LOW,0,FDA FAERS
alimta,cyclizine,alimta + cyclizine,1,1,0,1,1.0,0.0,1.0,rash generalised|capillary leak syndrome|swelling face|vomiting|rash,LOW,0,FDA FAERS
prevacid,prilosec,prevacid + prilosec,1,1,0,1,1.0,0.0,1.0,gastrooesophageal reflux disease|drug ineffective,LOW,0,FDA FAERS
cyclizine,ondansetron,cyclizine + ondansetron,1,1,0,1,1.0,0.0,1.0,rash generalised|capillary leak syndrome|swelling face|vomiting|rash,LOW,0,FDA FAERS
aprepitant,cyclizine,aprepitant + cyclizine,1,1,0,1,1.0,0.0,1.0,rash generalised|capillary leak syndrome|swelling face|vomiting|rash,LOW,0,FDA FAERS
alimta,dexamethasone,alimta + dexamethasone,1,1,0,1,1.0,0.0,1.0,rash generalised|capillary leak syndrome|swelling face|vomiting|rash,LOW,0,FDA FAERS
alimta,ondansetron,alimta + ondansetron,1,1,0,1,1.0,0.0,1.0,rash generalised|capillary leak syndrome|swelling face|vomiting|rash,LOW,0,FDA FAERS
ursodiol,zyrtec,ursodiol + zyrtec,1,1,0,0,1.0,0.0,0.0,rectal haemorrhage,LOW,0,FDA FAERS
amiodarone,zocor,amiodarone + zocor,1,1,0,1,1.0,0.0,1.0,anaemia,LOW,0,FDA FAERS
aprepitant,ondansetron,aprepitant + ondansetron,1,1,0,1,1.0,0.0,1.0,rash generalised|capillary leak syndrome|swelling face|vomiting|rash,LOW,0,FDA FAERS
angiomax,statin,angiomax + statin,1,1,0,0,1.0,0.0,0.0,renal failure acute|retroperitoneal haemorrhage,LOW,0,FDA FAERS
angiomax,aspirin,angiomax + aspirin,1,1,0,0,1.0,0.0,0.0,renal failure acute|retroperitoneal haemorrhage,LOW,0,FDA FAERS
angiomax,brilinta,angiomax + brilinta,1,1,0,0,1.0,0.0,0.0,renal failure acute|retroperitoneal haemorrhage,LOW,0,FDA FAERS
aspirin,statin,aspirin + statin,1,1,0,0,1.0,0.0,0.0,renal failure acute|retroperitoneal haemorrhage,LOW,0,FDA FAERS
brilinta,statin,brilinta + statin,1,1,0,0,1.0,0.0,0.0,renal failure acute|retroperitoneal haemorrhage,LOW,0,FDA FAERS
emend,zovirax,emend + zovirax,1,1,1,1,1.0,1.0,1.0,cytomegalovirus test positive|epstein-barr virus associated lymphoproliferative disorder|hepatitis b antibody positive|febrile neutropenia|corynebacterium sepsis,LOW,0,FDA FAERS
ketotifen,ursodiol,ketotifen + ursodiol,1,1,0,0,1.0,0.0,0.0,rectal haemorrhage,LOW,0,FDA FAERS
baktar,emend,baktar + emend,1,1,1,1,1.0,1.0,1.0,cytomegalovirus test positive|epstein-barr virus associated lymphoproliferative disorder|hepatitis b antibody positive|febrile neutropenia|corynebacterium sepsis,LOW,0,FDA FAERS
emend,mucosta,emend + mucosta,1,1,1,1,1.0,1.0,1.0,cytomegalovirus test positive|epstein-barr virus associated lymphoproliferative disorder|hepatitis b antibody positive|febrile neutropenia|corynebacterium sepsis,LOW,0,FDA FAERS
ketotifen,zyrtec,ketotifen + zyrtec,1,1,0,0,1.0,0.0,0.0,rectal haemorrhage,LOW,0,FDA FAERS
emend,kytril,emend + kytril,1,1,1,1,1.0,1.0,1.0,cytomegalovirus test positive|epstein-barr virus associated lymphoproliferative disorder|hepatitis b antibody positive|febrile neutropenia|corynebacterium sepsis,LOW,0,FDA FAERS
